Gene name,Expression level,Read count,Strain,Time_min,Expression_combined
ALAS1,0.047937873010889025,0.03074468704054713,confidential_restricted_data,50,0.03934128002571808
ALAS1,0.07461808670326071,0.759016275521815,confidential_restricted_data,51,0.4168171811125379
ALAS1,0.06100899745630575,0.3791351575812255,confidential_restricted_data,52,0.22007207751876562
ALAS1,0.03687475823781364,0.03940100704867409,confidential_restricted_data,53,0.03813788264324386
ALAS1,0.0214953814066168,0.013830163149228115,confidential_restricted_data,54,0.017662772277922456
ALAS1,0.02681537584726914,0.006318094044457308,confidential_restricted_data,55,0.016566734945863224
ALAS1,0.03030340279242873,0.02174019972972011,confidential_restricted_data,56,0.02602180126107442
ALAS1,0.033536947259648356,0.028008556483554596,confidential_restricted_data,57,0.030772751871601476
ALAS1,0.03455975618735749,0.0178597911065633,confidential_restricted_data,58,0.026209773646960394
ALAS1,0.021695009086682177,0.009153766840972131,confidential_restricted_data,59,0.015424387963827155
ALAS1,0.034128552494266724,0.017163317801696026,confidential_restricted_data,60,0.025645935147981375
ALAS1,0.6580507839788216,0.23287354526310103,confidential_restricted_data,61,0.4454621646209613
ALAS1,0.046623860842589716,0.02681457694585514,confidential_restricted_data,62,0.03671921889422243
ALAS1,0.022065037057455467,0.017163292927329613,confidential_restricted_data,63,0.01961416499239254
ALAS1,0.0656312051915259,0.06248442783820687,confidential_restricted_data,64,0.06405781651486639
ALAS1,0.023993432782257143,0.017511548981769053,confidential_restricted_data,65,0.0207524908820131
ALAS1,0.039107746353503246,0.0361175551612084,confidential_restricted_data,66,0.03761265075735583
ALAS1,0.06142482039293195,0.036963313468581394,confidential_restricted_data,67,0.049194066930756675
ALAS1,0.013965977167901156,0.012884926778198183,confidential_restricted_data,68,0.01342545197304967
ALAS1,0.042991813107044974,0.01890449857642757,confidential_restricted_data,69,0.030948155841736272
ALAS1,0.02335330684778966,0.032983434741564906,confidential_restricted_data,70,0.02816837079467728
ALAS1,0.06590423128334871,0.028356802588247472,confidential_restricted_data,71,0.04713051693579809
ALAS1,0.023319913013540795,0.025421582577337076,confidential_restricted_data,72,0.024370747795438935
ALAS1,0.013203291406674237,0.012586449305829812,confidential_restricted_data,73,0.012894870356252024
ALAS1,0.0453705860755874,0.044127106619419626,confidential_restricted_data,74,0.044748846347503514
ALAS1,0.013185255574520032,0.023630672969267297,confidential_restricted_data,75,0.018407964271893666
ALAS1,0.08238228609954559,0.06143966017237587,confidential_restricted_data,76,0.07191097313596073
ALAS1,0.02386652447564698,0.014874846242213297,confidential_restricted_data,77,0.019370685358930138
ALAS1,0.45856752230650405,0.2588428509416776,confidential_restricted_data,78,0.3587051866240908
ALAS1,0.033342816556315234,0.014476866329308901,confidential_restricted_data,79,0.023909841442812066
ALAS1,0.020115900125676454,0.01268592687199942,confidential_restricted_data,80,0.01640091349883794
ALAS1,0.05332765270887588,0.02089447823640941,confidential_restricted_data,81,0.037111065472642646
ALAS1,0.039871313547164784,0.027511039306001198,confidential_restricted_data,82,0.033691176426582994
ALAS1,0.03845034865467135,0.037112564641948786,confidential_restricted_data,83,0.03778145664831006
ALAS1,0.02045938931553758,0.02198895483608551,confidential_restricted_data,84,0.021224172075811544
ALAS1,0.024206395720691515,0.009203530498423351,confidential_restricted_data,85,0.016704963109557432
ALAS1,0.032093751347747314,0.010646213901293389,confidential_restricted_data,86,0.02136998262452035
ALAS1,0.04118446344460413,0.024973873831094444,confidential_restricted_data,87,0.033079168637849286
ALAS1,0.021737020839136995,0.005124122964042436,confidential_restricted_data,88,0.013430571901589715
ALAS1,0.4621846156306205,0.6388729698195084,confidential_restricted_data,89,0.5505287927250644
ALAS1,0.03711362522999937,0.029550741331986003,confidential_restricted_data,90,0.03333218328099269
ALAS1,0.0213635761200811,0.010944713263104207,confidential_restricted_data,91,0.016154144691592653
ALAS1,0.034254450027813264,0.057808049936982034,confidential_restricted_data,92,0.046031249982397646
ALAS1,0.028722126178288936,0.0275607877900889,confidential_restricted_data,93,0.02814145698418892
ALAS1,0.04073185148221798,0.012437189177690508,confidential_restricted_data,94,0.026584520329954245
ALAS1,0.04026776532940225,0.020048743310940847,confidential_restricted_data,95,0.03015825432017155
ALAS1,0.03956595110049498,0.04094322851217286,confidential_restricted_data,96,0.040254589806333924
ALAS1,0.16918635345610208,0.11447168897868314,confidential_restricted_data,97,0.1418290212173926
ALAS1,0.04841913152740059,0.03168991266585077,confidential_restricted_data,98,0.04005452209662568
ALAS1,0.01959578672613627,0.010745740221221172,confidential_restricted_data,99,0.015170763473678722
ALAS1,0.039317169191018096,0.026814586895601712,confidential_restricted_data,100,0.033065878043309904
ALAS1,0.036607312954612246,0.031192475384762296,confidential_restricted_data,101,0.03389989416968727
ALAS1,0.02058590600746551,0.01283518501018941,confidential_restricted_data,102,0.01671054550882746
ALAS1,0.039227136137253905,0.023829639543815062,confidential_restricted_data,103,0.03152838784053448
ALAS1,0.032922243944368754,0.017262795367865638,confidential_restricted_data,104,0.025092519656117196
ALAS1,0.045413805007246164,0.025769837338309464,confidential_restricted_data,105,0.035591821172777816
ALAS1,0.08056452331887229,0.08327932503108239,confidential_restricted_data,106,0.08192192417497735
ALAS1,0.04387933532962131,0.05109193110626332,confidential_restricted_data,107,0.047485633217942316
ALAS1,0.06975972812906371,0.0298989685321604,confidential_restricted_data,108,0.049829348330612054
ALAS1,0.4474993333089375,0.2605340342399136,confidential_restricted_data,109,0.3540166837744255
ALAS1,0.17332701285599383,0.11098958214273215,confidential_restricted_data,110,0.14215829749936298
ALAS1,0.0797544952946382,0.05989747930384309,confidential_restricted_data,111,0.06982598729924064
ALAS1,0.052757630592921725,0.029948714777555133,confidential_restricted_data,112,0.04135317268523843
ALAS1,0.9725846752499439,0.5007211153447005,confidential_restricted_data,113,0.7366528952973221
ALAS1,0.012463171992411575,0.022635653538780342,confidential_restricted_data,114,0.01754941276559596
ALAS1,0.05766931223661847,0.051887923368245915,confidential_restricted_data,115,0.05477861780243219
ALAS1,0.07056994058345395,0.06407638281142476,confidential_restricted_data,116,0.06732316169743935
ALAS1,0.036873698363214934,0.029202521096634203,confidential_restricted_data,117,0.03303810972992457
ALAS1,0.019109269554977364,0.01567083591726179,confidential_restricted_data,118,0.017390052736119578
ALAS1,0.047115841457725224,0.03263514983286043,confidential_restricted_data,119,0.03987549564529283
ALAS1,0.06213195315640739,0.06079294754003585,confidential_restricted_data,120,0.06146245034822162
ALAS1,0.08084428829698538,0.061091428992302854,confidential_restricted_data,121,0.07096785864464411
ALAS1,0.003443023591860069,0.00422863731579319,confidential_restricted_data,122,0.003835830453826629
ALAS1,0.023021860707606003,0.028356780201317697,confidential_restricted_data,123,0.02568932045446185
ALAS1,0.04516189018031143,0.0841250783635821,confidential_restricted_data,124,0.06464348427194677
ALAS1,0.024601542120654865,0.014974383506862301,confidential_restricted_data,125,0.019787962813758584
ALAS1,0.0336831297151755,0.016964304960826727,confidential_restricted_data,126,0.025323717338001116
ALAS1,0.9919330537119871,0.587682055052495,confidential_restricted_data,127,0.7898075543822412
ALAS1,0.026573207076248804,0.00900450571785817,confidential_restricted_data,128,0.017788856397053486
ALAS1,0.06400566054951438,0.07014571329223208,confidential_restricted_data,129,0.06707568692087323
ALAS1,0.08438341197618822,0.05920097963214742,confidential_restricted_data,130,0.07179219580416782
ALAS1,0.08406453702658377,0.0825831168869611,confidential_restricted_data,131,0.08332382695677243
ALAS1,0.030142590474644224,0.018357272465029065,confidential_restricted_data,132,0.024249931469836644
ALAS1,0.04351229656449589,0.022237700340945476,confidential_restricted_data,133,0.03287499845272068
ALAS1,0.20918510345077876,0.19745285094938864,confidential_restricted_data,134,0.20331897720008368
ALAS1,0.042043230131599156,0.02417789410579252,confidential_restricted_data,135,0.03311056211869584
ALAS1,0.05154590889818066,0.026764807318555985,confidential_restricted_data,136,0.03915535810836832
ALAS1,0.07215073097263659,0.06626532705600505,confidential_restricted_data,137,0.06920802901432083
ALAS1,0.06533642831726055,0.10372613282777345,confidential_restricted_data,138,0.08453128057251699
ALAS1,0.040388598219244926,0.017859814040729137,confidential_restricted_data,139,0.02912420612998703
ALAS1,0.03983981670880784,0.020098460702070536,confidential_restricted_data,140,0.029969138705439186
ALAS1,0.04778748578732115,0.0513903813163261,confidential_restricted_data,141,0.04958893355182363
ALAS1,0.03607757086380249,0.02129246262669976,confidential_restricted_data,142,0.028685016745251125
ALAS1,0.05045046921929915,0.02069548032015996,confidential_restricted_data,143,0.03557297476972956
ALAS1,0.08196846195467673,0.06029547563382933,confidential_restricted_data,144,0.07113196879425303
ALAS1,0.03407940784564255,0.016864840329327658,confidential_restricted_data,145,0.0254721240874851
ALAS1,0.037086684056019226,0.03203814911928947,confidential_restricted_data,146,0.03456241658765435
ALAS1,0.036094864184938395,0.011939712595103097,confidential_restricted_data,147,0.024017288390020746
ALAS1,0.037504345306214916,0.061787941200679194,confidential_restricted_data,148,0.04964614325344706
ALAS1,0.04553009780149146,0.06711103362469589,confidential_restricted_data,149,0.05632056571309368
ALAS1,0.04617187282897862,0.017909523919800167,confidential_restricted_data,150,0.032040698374389394
ALAS1,0.04141477479370158,0.025172823988560373,confidential_restricted_data,151,0.033293799391130974
ALAS1,0.025381934374471424,0.03596833433456804,confidential_restricted_data,152,0.030675134354519733
ALAS1,0.06501957850657858,0.07009596455940072,confidential_restricted_data,153,0.06755777153298964
ALAS1,0.07910335145473787,0.0400974428429968,confidential_restricted_data,154,0.059600397148867335
ALAS1,0.03894224184512244,0.07442412919009635,confidential_restricted_data,155,0.0566831855176094
ALAS1,0.1909284748668954,0.20198002842095356,confidential_restricted_data,156,0.1964542516439245
ALAS1,0.03742709422035124,0.016964285558820923,confidential_restricted_data,157,0.02719568988958608
ALAS1,0.04576063310149281,0.061738198338198304,confidential_restricted_data,158,0.05374941571984555
ALAS1,0.04364547789161228,0.059449735733487476,confidential_restricted_data,159,0.05154760681254988
ALAS1,0.6538665475653445,0.22964036864905502,confidential_restricted_data,160,0.44175345810719974
ALAS1,0.038589981444458035,0.023481414333589978,confidential_restricted_data,161,0.031035697889024008
ALAS1,0.027201549839895218,0.018954252284132226,confidential_restricted_data,162,0.023077901062013722
ALAS1,0.9350206572074243,0.4941044667173391,confidential_restricted_data,163,0.7145625619623817
ALAS1,0.04204336785541707,0.012934678694948454,confidential_restricted_data,164,0.02748902327518276
ALAS1,0.08101841431636739,0.08322960515251605,confidential_restricted_data,165,0.08212400973444173
ALAS1,0.021195097974831854,0.025222628240977586,confidential_restricted_data,166,0.02320886310790472
ALAS1,0.08671948217798946,0.05935022931305283,confidential_restricted_data,167,0.07303485574552114
ALAS1,0.22494975727338762,0.19874641600800794,confidential_restricted_data,168,0.21184808664069776
ALAS1,0.027009117331116862,0.018606036028679048,confidential_restricted_data,169,0.022807576679897953
ALAS1,0.05178890041931322,0.029550731382239438,confidential_restricted_data,170,0.04066981590077633
ALAS1,0.030719661654878567,0.017063816853621988,confidential_restricted_data,171,0.023891739254250276
ALAS1,0.003083267422706076,0.0037809036951841407,confidential_restricted_data,172,0.0034320855589451086
ALAS1,0.02968655457838497,0.01900401793153276,confidential_restricted_data,173,0.024345286254958864
ALAS1,0.03359129307819588,0.011143736053720075,confidential_restricted_data,174,0.02236751456595798
ALAS1,0.042800559035108564,0.0181582725588303,confidential_restricted_data,175,0.03047941579696943
ALAS1,0.07584383946105082,0.012039184887907025,confidential_restricted_data,176,0.04394151217447892
ALAS1,0.10140398606070172,0.13631135881226292,confidential_restricted_data,177,0.11885767243648232
ALAS1,0.029251461085637042,0.017561302689473708,confidential_restricted_data,178,0.023406381887555373
ALAS1,0.019745638623211926,0.020894467789175517,confidential_restricted_data,179,0.02032005320619372
ALAS1,0.19380824636665048,0.19516414955076022,confidential_restricted_data,180,0.19448619795870536
ALAS1,0.07063932584291731,0.03756027338819142,confidential_restricted_data,181,0.05409979961555436
ALAS1,0.03435389860032888,0.0324361787809267,confidential_restricted_data,182,0.03339503869062779
ALAS1,0.03715341543739137,0.0280582952666394,confidential_restricted_data,183,0.032605855352015385
ALAS1,0.003256285663552708,0.003283416366870438,confidential_restricted_data,184,0.003269851015211573
ALAS1,0.038981270379921475,0.05293265670745125,confidential_restricted_data,185,0.04595696354368636
ALAS1,0.020394976484699998,0.02392912904968055,confidential_restricted_data,186,0.022162052767190275
ALAS1,0.036439911450339535,0.054723591189887455,confidential_restricted_data,187,0.045581751320113495
ALAS1,0.03348932236341487,0.07014569687515025,confidential_restricted_data,188,0.05181750961928256
ALAS1,0.08170573999963046,0.0817868844380964,confidential_restricted_data,189,0.08174631221886343
ALAS1,0.03574172594463461,0.05283314033727004,confidential_restricted_data,190,0.04428743314095232
ALAS1,0.05078031896079346,0.041888442993760336,confidential_restricted_data,191,0.04633438097727689
ALAS1,0.05628896988241657,0.044972881841361785,confidential_restricted_data,192,0.05063092586188918
ALAS1,0.0253476207846386,0.016815100053780865,confidential_restricted_data,193,0.02108136041920973
ALAS1,0.03196331012580814,0.039649735091728824,confidential_restricted_data,194,0.03580652260876849
ALAS1,0.051523641950820556,0.05920099654671658,confidential_restricted_data,195,0.05536231924876857
ALAS1,0.020033972417995895,0.012835176552904828,confidential_restricted_data,196,0.01643457448545036
ALAS1,0.06869608947853696,0.027909066977689106,confidential_restricted_data,197,0.048302578228113034
ALAS1,0.030188020172980057,0.013183419175186405,confidential_restricted_data,198,0.021685719674083233
ALAS1,0.030354959404263956,0.009601495984195225,confidential_restricted_data,199,0.01997822769422959
ALAS1,0.06896102459545712,0.028754776531303927,confidential_restricted_data,200,0.048857900563380526
ALAS1,0.03920159256062594,0.03512258871312192,confidential_restricted_data,201,0.03716209063687393
ALAS1,0.02405478694673869,0.030794430798505214,confidential_restricted_data,202,0.02742460887262195
ALAS1,0.03275435861033573,0.023232653754863962,confidential_restricted_data,203,0.027993506182599846
ALAS1,0.02320705373395593,0.0190040204189694,confidential_restricted_data,204,0.021105537076462663
ALAS1,0.02670752731945939,0.01795928906971337,confidential_restricted_data,205,0.02233340819458638
ALAS1,0.06105683792025423,0.03636632867460495,confidential_restricted_data,206,0.04871158329742959
ALAS1,0.045454083834792144,0.017561297714600424,confidential_restricted_data,207,0.031507690774696284
ALAS1,0.04544242401660799,0.036913574685496595,confidential_restricted_data,208,0.04117799935105229
ALAS1,0.024430452013258983,0.01392965335157586,confidential_restricted_data,209,0.01918005268241742
ALAS1,0.042843194736338436,0.03920205619472589,confidential_restricted_data,210,0.04102262546553216
ALAS1,1.0,0.5953929205911472,confidential_restricted_data,211,0.7976964602955736
ALAS1,0.03571222310764132,0.019153291989317256,confidential_restricted_data,212,0.02743275754847929
ALAS1,0.0034117902251547777,0.0034824112981959193,confidential_restricted_data,213,0.0034471007616753485
ALAS1,0.040963062227726305,0.0194019898846399,confidential_restricted_data,214,0.0301825260561831
ALAS1,0.04175562567425091,0.01771056878746095,confidential_restricted_data,215,0.02973309723085593
ALAS1,0.04281072784326403,0.02452610886878371,confidential_restricted_data,216,0.03366841835602387
ALAS1,0.03378200104525431,0.016367357975887235,confidential_restricted_data,217,0.025074679510570776
ALAS1,0.03561485356597695,0.07800598124039958,confidential_restricted_data,218,0.05681041740318826
ALAS1,0.039847029844071104,0.03348090714525876,confidential_restricted_data,219,0.03666396849466493
ALAS1,0.06822381654294525,0.012238189321240477,confidential_restricted_data,220,0.04023100293209286
ALAS1,0.0225495087305188,0.0302472290639858,confidential_restricted_data,221,0.0263983688972523
ALAS1,0.039013921703152044,0.012138700760600914,confidential_restricted_data,222,0.02557631123187648
ALAS1,0.04228713422272516,0.12287945964120367,confidential_restricted_data,223,0.08258329693196442
ALAS1,0.005430471696986561,0.006119071751328769,confidential_restricted_data,224,0.005774771724157666
ALAS1,0.00979503050405322,0.021988934936592378,confidential_restricted_data,225,0.0158919827203228
ALAS1,0.007081670094680358,0.01079547502440735,confidential_restricted_data,226,0.008938572559543854
ALAS1,0.006269261244794046,0.007462332809122644,confidential_restricted_data,227,0.006865797026958345
ALAS1,0.006799436866230618,0.009551771628242943,confidential_restricted_data,228,0.008175604247236781
ALAS1,0.006489749891678421,0.007362822906276696,confidential_restricted_data,229,0.006926286398977558
ALAS1,0.013070563969357747,0.014427151923103183,confidential_restricted_data,230,0.013748857946230465
ALAS1,0.005397597620450509,0.008706023270616516,confidential_restricted_data,231,0.007051810445533512
ALAS1,0.008742127125732998,0.010546751259743631,confidential_restricted_data,232,0.009644439192738314
ALAS1,0.049606347963340895,0.14581344488856518,confidential_restricted_data,233,0.09770989642595304
ALAS1,0.02473966114604295,0.04945023844443274,confidential_restricted_data,234,0.03709494979523785
ALAS1,0.04489969397097005,0.14262950260545307,confidential_restricted_data,235,0.09376459828821156
ALAS1,0.025267258338088554,0.04731108671156871,confidential_restricted_data,236,0.03628917252482863
ALAS1,0.036696546012634154,0.04641555678694724,confidential_restricted_data,237,0.0415560513997907
ALAS1,0.02621844369489367,0.04681357749381256,confidential_restricted_data,238,0.03651601059435312
ALAS1,0.02402819307629936,0.040545237157059905,confidential_restricted_data,239,0.03228671511667963
ALAS1,0.06128735405868091,0.1436244812419791,confidential_restricted_data,240,0.10245591765033
ALAS1,0.058962134098534215,0.14054005333909886,confidential_restricted_data,241,0.09975109371881653
ALAS1,0.04189482732860761,0.05119144608348001,confidential_restricted_data,242,0.046543136706043806
ALAS1,0.028771658848800088,0.053579431028219986,confidential_restricted_data,243,0.041175544938510035
ALAS1,0.01945743297145853,0.0393015143588897,confidential_restricted_data,244,0.029379473665174113
ALAS1,0.03410833224260061,0.06114119264975407,confidential_restricted_data,245,0.04762476244617734
ALAS1,0.045566767067409766,0.08029443986521177,confidential_restricted_data,246,0.06293060346631077
ALAS1,0.031108850002719266,0.10004452710583338,confidential_restricted_data,247,0.06557668855427633
ALAS1,0.0440178723168568,0.1394455419153098,confidential_restricted_data,248,0.0917317071160833
ALAS1,0.026475546518169187,0.04945025585648923,confidential_restricted_data,249,0.03796290118732921
ALAS1,0.03146938341324564,0.049947722787822474,confidential_restricted_data,250,0.04070855310053406
ALAS1,0.03685528768275633,0.09228392427655828,confidential_restricted_data,251,0.0645696059796573
ALAS1,0.033818528994559456,0.08671201645071197,confidential_restricted_data,252,0.06026527272263571
ALAS1,0.04818111363249224,0.12894885429787636,confidential_restricted_data,253,0.08856498396518431
ALAS1,0.03516860324637985,0.04163968937985692,confidential_restricted_data,254,0.03840414631311838
ALAS1,0.0391085942531822,0.057559303884886004,confidential_restricted_data,255,0.0483339490690341
ALAS1,0.029240240786071788,0.053330632640457024,confidential_restricted_data,256,0.04128543671326441
ALAS1,0.02382401452225085,0.06835477980477055,confidential_restricted_data,257,0.046089397163510695
ALAS1,0.0387135951578241,0.07143919576795489,confidential_restricted_data,258,0.05507639546288949
ALAS1,0.021967778892443834,0.04472416056413471,confidential_restricted_data,259,0.03334596972828927
ALAS1,0.03373647314384832,0.02671506256562324,confidential_restricted_data,260,0.03022576785473578
ALAS1,0.03125973662482687,0.023929130542142536,confidential_restricted_data,261,0.0275944335834847
ALAS1,0.019648434350129036,0.019252744681120447,confidential_restricted_data,262,0.01945058951562474
ALAS1,0.03566268444913809,0.026615585994428287,confidential_restricted_data,263,0.031139135221783187
ALAS1,0.031847810141714644,0.02467541128334592,confidential_restricted_data,264,0.028261610712530284
ALAS1,0.01864502412157222,0.01955124454041859,confidential_restricted_data,265,0.019098134330995407
ALAS1,0.033637775465539914,0.02676483816277034,confidential_restricted_data,266,0.03020130681415513
ALAS1,0.03522353349295468,0.025073361347010617,confidential_restricted_data,267,0.030148447419982648
ALAS1,0.020618632779396316,0.020496463001904705,confidential_restricted_data,268,0.02055754789065051
ALAS1,0.03450329541000622,0.027013571877180623,confidential_restricted_data,269,0.030758433643593423
ALAS1,0.03513088847704384,0.026217582202132134,confidential_restricted_data,270,0.030674235339587987
ALAS1,0.021442230791289055,0.02094420657226032,confidential_restricted_data,271,0.021193218681774685
ALAS1,0.1440063736954195,0.03427687443337748,confidential_restricted_data,272,0.08914162406439849
ALAS1,0.13247748176056412,0.03606784125249001,confidential_restricted_data,273,0.08427266150652707
ALAS1,0.2290575390039481,0.044724129222433025,confidential_restricted_data,274,0.13689083411319056
ALAS1,0.21467957720234598,0.05492260602070607,confidential_restricted_data,275,0.13480109161152604
ALAS1,0.16872687685959187,0.03815726315704115,confidential_restricted_data,276,0.10344207000831651
ALAS1,0.14815343306124965,0.03890350907413156,confidential_restricted_data,277,0.0935284710676906
ALAS1,0.42196531710913865,0.06109143396717613,confidential_restricted_data,278,0.2415283755381574
ALAS1,0.4432964478929169,0.06900135811553193,confidential_restricted_data,279,0.25614890300422444
ALAS1,0.30335789326649376,0.08681173778567244,confidential_restricted_data,280,0.1950848155260831
ALAS1,0.3149360136818625,0.09248274409234418,confidential_restricted_data,281,0.20370937888710336
ALAS1,0.33262739377708034,0.08696091035604198,confidential_restricted_data,282,0.20979415206656116
ALAS1,0.33550442756685495,0.07964788294640551,confidential_restricted_data,283,0.20757615525663023
ALAS1,0.13378580533638454,0.08313009922956874,confidential_restricted_data,284,0.10845795228297664
ALAS1,0.00016900868134780845,0.0,confidential_restricted_data,285,8.450434067390422e-05
ALAS1,0.0004425904588359293,0.001442713252109738,confidential_restricted_data,286,0.0009426518554728337
ALAS1,0.006024851767136223,0.020794970323512775,confidential_restricted_data,287,0.0134099110453245
ALAS1,0.0006617916874224445,0.0012437183207842568,confidential_restricted_data,288,0.0009527550041033507
ALAS1,0.00042585402096374943,0.0007462309924705542,confidential_restricted_data,289,0.0005860425067171518
ALAS1,0.0008075010915750289,0.0015919595501013145,confidential_restricted_data,290,0.0011997303208381718
ALAS1,0.0005294702359691872,0.0011939695879528865,confidential_restricted_data,291,0.0008617199119610368
ALAS1,0.00010781020466041973,0.0009452259237960352,confidential_restricted_data,292,0.0005265180642282275
ALAS1,0.0020793601908063617,0.000547236061145073,confidential_restricted_data,293,0.0013132981259757173
ALAS1,0.0003454915744137046,0.0007462329824198673,confidential_restricted_data,294,0.000545862278416786
ALAS1,0.0007504738501727064,0.0026366828400626245,confidential_restricted_data,295,0.0016935783451176654
ALAS1,0.05686861110885297,0.05512161537916407,confidential_restricted_data,296,0.05599511324400852
ALAS1,0.0535725376331051,0.028108024099977643,confidential_restricted_data,297,0.04084028086654137
ALAS1,0.035310994105319994,0.034177389404897944,confidential_restricted_data,298,0.03474419175510897
ALAS1,0.05358427529518633,0.040793970871470187,confidential_restricted_data,299,0.04718912308332826
ALAS1,0.02156411876533677,0.015223093341880828,confidential_restricted_data,300,0.018393606053608798
ALAS1,0.05876962015306352,0.009253264306634871,confidential_restricted_data,301,0.0340114422298492
ALAS1,0.07679129190359134,0.0783045403006898,confidential_restricted_data,302,0.07754791610214057
ALAS1,0.10652176960150406,0.1392467031950054,confidential_restricted_data,303,0.12288423639825473
ALAS1,0.03134812178316981,0.032684892595843854,confidential_restricted_data,304,0.03201650718950683
ALAS1,0.11930328361222468,0.13461984717239023,confidential_restricted_data,305,0.12696156539230746
ALAS1,0.07626171867415833,0.08536881558888483,confidential_restricted_data,306,0.08081526713152158
ALAS1,0.06939319954086376,0.07626477758125093,confidential_restricted_data,307,0.07282898856105735
ALAS1,0.04693676696168578,0.035122598911612145,confidential_restricted_data,308,0.041029682936648965
ALAS1,0.04725560837853457,0.0665637249304009,confidential_restricted_data,309,0.056909666654467735
ALAS1,0.09360387787349307,0.17262834221625978,confidential_restricted_data,310,0.13311611004487642
ALAS1,0.14077856332941863,0.15929532163662685,confidential_restricted_data,311,0.15003694248302274
ALAS1,0.05610931335354665,0.012984424243860924,confidential_restricted_data,312,0.034546868798703785
ALAS1,0.03023888936332415,0.03810754128852551,confidential_restricted_data,313,0.03417321532592483
ALAS1,0.039687769613834536,0.05109199339167682,confidential_restricted_data,314,0.04538988150275568
