Strain_Encoded,Expression level,Read count,Expression_Level_Actual,Expression_Level_Predicted
2,0.0426207492136413,0.0757175982336612,High,Medium
2,0.0003454915744137,0.0007462329824198,Low,Low
2,0.0137150862876126,0.0490522645013762,Low,Low
2,0.1188208873772173,0.029799495940864,High,High
2,0.032522887985971,0.013631170008857,Low,Low
2,0.0337364731438483,0.0267150625656232,Low,Low
2,0.0366965460126341,0.0464155567869472,Medium,Medium
2,0.0792184801833222,0.0758171131113805,High,High
2,0.0268785814989027,0.07089193731988,Medium,Medium
2,0.0900704990738947,0.0195512375755959,Medium,Medium
2,0.0241995969544803,0.0356698375099425,Low,Low
2,0.0521009478603445,0.2723745873622448,High,High
2,0.0868091535570318,0.1898409988212286,High,High
2,0.0322952101557917,0.0544250888431526,Medium,Medium
2,0.0186450241215722,0.0195512445404185,Low,Low
2,0.0153233986860074,0.0335803697868085,Low,Low
2,0.0368543391848103,0.0893486933209266,High,High
2,0.0268153758472691,0.0063180940444573,Low,Low
2,0.0621319531564073,0.0607929475400358,High,High
2,0.0417556256742509,0.0177105687874609,Low,Low
2,0.0420437115661626,0.1009402784123159,High,High
2,0.0233199130135407,0.025421582577337,Low,Low
2,0.0574942664616525,0.193871036210635,High,High
2,0.0311088500027192,0.1000445271058333,High,High
2,0.0274310887380139,0.0522360978347635,Medium,Medium
2,0.3149360136818625,0.0924827440923441,High,High
2,0.0129601609641253,0.0787522187002053,Medium,Medium
2,0.0182309927921772,0.0492512305784367,Medium,Medium
2,0.0176673359118074,0.039351232744994,Low,Low
2,0.0194574329714585,0.0393015143588897,Low,Low
2,0.0242074340385187,0.0541266163456575,Medium,Medium
2,0.0,0.0091537718158454,Low,Low
2,0.0229003008755244,0.0244266228453295,Low,Low
2,0.0457606331014928,0.0617381983381983,Medium,Medium
2,0.0162130394601828,0.0390527881067893,Low,Low
2,0.0730348580037018,0.0128849118535783,Medium,Medium
2,0.0300556424344012,0.0600964543356754,Medium,Medium
2,0.0472562790336478,0.0044773862533157,Low,Low
2,0.0472556083785345,0.0665637249304009,Medium,Medium
2,0.0236277760457044,0.0373115665380968,Low,Low
2,0.0341285524942667,0.017163317801696,Low,Low
2,0.0665750037612973,0.223471332305143,High,High
2,0.0376995430697372,0.0719864114321195,Medium,Medium
2,0.0333409459075884,0.0418884330440137,Medium,Medium
2,0.069143481109425,0.1021342007389726,High,High
2,0.078720987022675,0.129844028519058,High,High
2,0.0413406817748625,0.2078497640007174,High,High
2,0.0331023340038654,0.0409930006269086,Medium,Medium
2,0.0353109941053199,0.0341773894048979,Medium,Medium
2,0.0323116028829183,0.0358688522910124,Medium,Medium
2,0.0396877696138345,0.0510919933916768,Medium,Medium
2,0.093603877873493,0.1726283422162597,High,High
2,0.0627103680420651,0.0287050462055037,Medium,Medium
2,0.1531827152766626,0.2248147027604004,High,High
2,0.1733270128559938,0.1109895821427321,High,High
2,0.0365403049280058,0.1082034789836104,High,High
2,0.0375670467689151,0.1018356416786824,High,High
2,0.0606483885970791,0.0295507423269606,Medium,Medium
2,0.0351686032463798,0.0416396893798569,Medium,Medium
2,0.0219677788924438,0.0447241605641347,Medium,Low
2,0.0434578633212639,0.1103424660481688,High,High
2,0.0084517454376566,0.0252723612532093,Low,Low
2,0.0518248882517324,0.1165115173664493,High,High
2,0.027824730954366,0.0437789097659722,Medium,Medium
2,0.0724924489144395,0.0273120762138647,Medium,Medium
2,0.0086174379689888,0.0269140863512137,Low,Low
2,0.0317498789263928,0.0550221019939068,Medium,Medium
2,0.0721507309726365,0.066265327056005,High,High
2,0.0882615805575281,0.0500970038104295,High,High
2,0.0506816188872882,0.0204964630019047,Medium,Medium
2,0.0375625054757193,0.1139744911879945,High,High
2,0.0299319460867444,0.0509426874947033,Medium,Medium
2,0.0400073295897333,0.1269091189402405,High,High
2,0.0300021157731706,0.0813889269121217,Medium,Medium
2,0.0232889970104159,0.0180587999675339,Low,Low
2,0.0303549594042639,0.0096014959841952,Low,Low
2,0.0034117902251547,0.0034824112981959,Low,Low
2,0.0758647351582239,0.0338788820832898,Medium,Medium
2,0.000908652649039,0.0088552709615726,Low,Low
2,0.0454424240166079,0.0369135746854965,Medium,Medium
2,0.070689245337717,0.0955175968854706,High,High
2,0.458567522306504,0.2588428509416776,High,High
