Gene name,Expression level,Read count,Strain,Time_min,Expression_combined,Strain_Encoded,Cluster
ALAS1,0.0454424240166079,0.0369135746854965,confidential_restricted_data,208,0.041177999351052194,2,0
ALAS1,0.0244304520132589,0.0139296533515758,confidential_restricted_data,209,0.019180052682417348,2,0
ALAS1,0.0428431947363384,0.0392020561947258,confidential_restricted_data,210,0.0410226254655321,2,0
ALAS1,1.0,0.5953929205911472,confidential_restricted_data,211,0.7976964602955736,2,0
ALAS1,0.0357122231076413,0.0191532919893172,confidential_restricted_data,212,0.02743275754847925,2,0
ALAS1,0.0034117902251547,0.0034824112981959,confidential_restricted_data,213,0.0034471007616753,2,0
ALAS1,0.0409630622277263,0.0194019898846399,confidential_restricted_data,214,0.0301825260561831,2,0
ALAS1,0.0417556256742509,0.0177105687874609,confidential_restricted_data,215,0.029733097230855904,2,0
ALAS1,0.042810727843264,0.0245261088687837,confidential_restricted_data,216,0.03366841835602385,2,0
ALAS1,0.0337820010452543,0.0163673579758872,confidential_restricted_data,217,0.025074679510570748,2,0
ALAS1,0.0356148535659769,0.0780059812403995,confidential_restricted_data,218,0.05681041740318819,2,0
ALAS1,0.0398470298440711,0.0334809071452587,confidential_restricted_data,219,0.0366639684946649,2,0
ALAS1,0.0682238165429452,0.0122381893212404,confidential_restricted_data,220,0.0402310029320928,2,0
ALAS1,0.0225495087305188,0.0302472290639858,confidential_restricted_data,221,0.0263983688972523,2,0
ALAS1,0.039013921703152,0.0121387007606009,confidential_restricted_data,222,0.025576311231876453,2,0
ALAS1,0.0422871342227251,0.1228794596412036,confidential_restricted_data,223,0.08258329693196435,2,0
ALAS1,0.0054304716969865,0.0061190717513287,confidential_restricted_data,224,0.0057747717241576,2,0
ALAS1,0.0097950305040532,0.0219889349365923,confidential_restricted_data,225,0.01589198272032275,2,0
ALAS1,0.0070816700946803,0.0107954750244073,confidential_restricted_data,226,0.008938572559543799,2,0
ALAS1,0.006269261244794,0.0074623328091226,confidential_restricted_data,227,0.0068657970269583,2,0
ALAS1,0.0067994368662306,0.0095517716282429,confidential_restricted_data,228,0.00817560424723675,2,0
ALAS1,0.0064897498916784,0.0073628229062766,confidential_restricted_data,229,0.006926286398977501,2,0
ALAS1,0.0130705639693577,0.0144271519231031,confidential_restricted_data,230,0.0137488579462304,2,0
ALAS1,0.0053975976204505,0.0087060232706165,confidential_restricted_data,231,0.007051810445533499,2,0
ALAS1,0.0087421271257329,0.0105467512597436,confidential_restricted_data,232,0.00964443919273825,2,0
ALAS1,0.0496063479633408,0.1458134448885651,confidential_restricted_data,233,0.09770989642595294,2,0
ALAS1,0.0247396611460429,0.0494502384444327,confidential_restricted_data,234,0.0370949497952378,2,0
ALAS1,0.04489969397097,0.142629502605453,confidential_restricted_data,235,0.09376459828821151,2,0
ALAS1,0.0252672583380885,0.0473110867115687,confidential_restricted_data,236,0.0362891725248286,2,0
ALAS1,0.0366965460126341,0.0464155567869472,confidential_restricted_data,237,0.04155605139979065,2,0
ALAS1,0.0262184436948936,0.0468135774938125,confidential_restricted_data,238,0.03651601059435305,2,0
ALAS1,0.0240281930762993,0.0405452371570599,confidential_restricted_data,239,0.0322867151166796,2,0
ALAS1,0.0612873540586809,0.1436244812419791,confidential_restricted_data,240,0.10245591765033,2,0
ALAS1,0.0589621340985342,0.1405400533390988,confidential_restricted_data,241,0.0997510937188165,2,0
ALAS1,0.0418948273286076,0.05119144608348,confidential_restricted_data,242,0.046543136706043806,2,0
ALAS1,0.0287716588488,0.0535794310282199,confidential_restricted_data,243,0.04117554493850995,2,0
ALAS1,0.0194574329714585,0.0393015143588897,confidential_restricted_data,244,0.0293794736651741,2,0
ALAS1,0.0341083322426006,0.061141192649754,confidential_restricted_data,245,0.0476247624461773,2,0
ALAS1,0.0455667670674097,0.0802944398652117,confidential_restricted_data,246,0.0629306034663107,2,0
ALAS1,0.0311088500027192,0.1000445271058333,confidential_restricted_data,247,0.06557668855427624,2,0
ALAS1,0.0440178723168568,0.1394455419153098,confidential_restricted_data,248,0.0917317071160833,2,0
ALAS1,0.0264755465181691,0.0494502558564892,confidential_restricted_data,249,0.037962901187329146,2,0
ALAS1,0.0314693834132456,0.0499477227878224,confidential_restricted_data,250,0.040708553100534,2,0
ALAS1,0.0368552876827563,0.0922839242765582,confidential_restricted_data,251,0.06456960597965725,2,0
ALAS1,0.0338185289945594,0.0867120164507119,confidential_restricted_data,252,0.060265272722635654,2,0
ALAS1,0.0481811136324922,0.1289488542978763,confidential_restricted_data,253,0.08856498396518425,2,0
ALAS1,0.0351686032463798,0.0416396893798569,confidential_restricted_data,254,0.03840414631311835,2,0
ALAS1,0.0391085942531822,0.057559303884886,confidential_restricted_data,255,0.0483339490690341,2,0
ALAS1,0.0292402407860717,0.053330632640457,confidential_restricted_data,256,0.04128543671326435,2,0
ALAS1,0.0238240145222508,0.0683547798047705,confidential_restricted_data,257,0.046089397163510654,2,0
ALAS1,0.0387135951578241,0.0714391957679548,confidential_restricted_data,258,0.05507639546288945,2,0
ALAS1,0.0219677788924438,0.0447241605641347,confidential_restricted_data,259,0.03334596972828925,2,0
ALAS1,0.0337364731438483,0.0267150625656232,confidential_restricted_data,260,0.030225767854735748,2,0
ALAS1,0.0312597366248268,0.0239291305421425,confidential_restricted_data,261,0.02759443358348465,2,0
ALAS1,0.019648434350129,0.0192527446811204,confidential_restricted_data,262,0.0194505895156247,2,0
ALAS1,0.035662684449138,0.0266155859944282,confidential_restricted_data,263,0.031139135221783097,2,0
ALAS1,0.0318478101417146,0.0246754112833459,confidential_restricted_data,264,0.02826161071253025,2,0
ALAS1,0.0186450241215722,0.0195512445404185,confidential_restricted_data,265,0.019098134330995352,2,0
ALAS1,0.0336377754655399,0.0267648381627703,confidential_restricted_data,266,0.0302013068141551,2,0
ALAS1,0.0352235334929546,0.0250733613470106,confidential_restricted_data,267,0.0301484474199826,2,0
ALAS1,0.0206186327793963,0.0204964630019047,confidential_restricted_data,268,0.0205575478906505,2,0
ALAS1,0.0345032954100062,0.0270135718771806,confidential_restricted_data,269,0.0307584336435934,2,0
ALAS1,0.0351308884770438,0.0262175822021321,confidential_restricted_data,270,0.03067423533958795,2,0
ALAS1,0.021442230791289,0.0209442065722603,confidential_restricted_data,271,0.02119321868177465,2,0
ALAS1,0.1440063736954195,0.0342768744333774,confidential_restricted_data,272,0.08914162406439845,2,0
ALAS1,0.1324774817605641,0.03606784125249,confidential_restricted_data,273,0.08427266150652704,2,0
ALAS1,0.2290575390039481,0.044724129222433,confidential_restricted_data,274,0.13689083411319056,2,0
ALAS1,0.2146795772023459,0.054922606020706,confidential_restricted_data,275,0.13480109161152595,2,0
ALAS1,0.1687268768595918,0.0381572631570411,confidential_restricted_data,276,0.10344207000831646,2,0
ALAS1,0.1481534330612496,0.0389035090741315,confidential_restricted_data,277,0.09352847106769055,2,0
ALAS1,0.4219653171091386,0.0610914339671761,confidential_restricted_data,278,0.24152837553815734,2,0
ALAS1,0.4432964478929169,0.0690013581155319,confidential_restricted_data,279,0.2561489030042244,2,0
ALAS1,0.3033578932664937,0.0868117377856724,confidential_restricted_data,280,0.19508481552608306,2,0
ALAS1,0.3149360136818625,0.0924827440923441,confidential_restricted_data,281,0.2037093788871033,2,0
ALAS1,0.3326273937770803,0.0869609103560419,confidential_restricted_data,282,0.2097941520665611,2,0
ALAS1,0.3355044275668549,0.0796478829464055,confidential_restricted_data,283,0.2075761552566302,2,0
ALAS1,0.1337858053363845,0.0831300992295687,confidential_restricted_data,284,0.10845795228297661,2,0
ALAS1,0.0001690086813478,0.0,confidential_restricted_data,285,8.45043406739e-05,2,0
ALAS1,0.0004425904588359,0.0014427132521097,confidential_restricted_data,286,0.0009426518554728001,2,0
ALAS1,0.0060248517671362,0.0207949703235127,confidential_restricted_data,287,0.013409911045324449,2,0
ALAS1,0.0006617916874224,0.0012437183207842,confidential_restricted_data,288,0.0009527550041033,2,0
ALAS1,0.0004258540209637,0.0007462309924705,confidential_restricted_data,289,0.0005860425067171,2,0
