Gene name,Expression level,Read count,Strain,Time_min,Expression_combined,Strain_Encoded,Cluster,ALAS1_combined,cluster
ALAS1,0.0615509370869887,0.1940199202383541,confidential_restricted_data,24,0.1277854286626714,2,0,0.1277854286626714,0
ALAS1,0.0420437115661626,0.1009402784123159,confidential_restricted_data,25,0.0714919949892392,2,0,0.0714919949892392,0
ALAS1,0.0292178385100906,0.1459627827242251,White,26,0.0875903106171578,1,1,0.0875903106171578,1
ALAS1,0.0450234382225635,0.1050693142875947,confidential_restricted_data,27,0.0750463762550791,2,0,0.0750463762550791,0
ALAS1,0.0883997642532307,0.2697378532809873,confidential_restricted_data,28,0.179068808767109,2,0,0.179068808767109,0
ALAS1,0.0286504115899052,0.1596435243106759,White,30,0.0941469679502905,1,1,0.0941469679502905,1
ALAS1,0.0322901299433084,0.130490816769472,White,31,0.0813904733563902,1,1,0.0813904733563902,1
ALAS1,0.0325960887939896,0.143972982060184,White,32,0.0882845354270868,1,1,0.0882845354270868,1
ALAS1,0.0308617698805923,0.1405399215049568,White,33,0.0857008456927745,1,1,0.0857008456927745,1
ALAS1,0.0585753098099679,0.2013333705122196,confidential_restricted_data,34,0.1299543401610937,2,0,0.1299543401610937,0
ALAS1,0.0213348696860348,0.1065616777700448,White,35,0.0639482737280398,1,1,0.0639482737280398,1
ALAS1,0.0460678338617321,0.1039746327231394,confidential_restricted_data,36,0.0750212332924357,2,0,0.0750212332924357,0
ALAS1,0.0489295024638216,0.1891447866972087,White,37,0.1190371445805151,1,1,0.1190371445805151,1
ALAS1,0.0272430430322356,0.141236403764596,White,38,0.0842397233984158,1,1,0.0842397233984158,1
ALAS1,0.042956151021395,0.1016368203704345,confidential_restricted_data,39,0.0722964856959147,2,0,0.0722964856959147,0
ALAS1,0.046463976663578,0.2190437741338876,White,40,0.1327538753987328,1,1,0.1327538753987328,1
ALAS1,0.0912139959820381,0.2754590023304545,confidential_restricted_data,41,0.1833364991562463,2,0,0.1833364991562463,0
ALAS1,0.0513717134180905,0.192577215443529,confidential_restricted_data,42,0.1219744644308097,2,0,0.1219744644308097,0
ALAS1,0.0305188914659237,0.1493457954572392,White,43,0.0899323434615814,1,1,0.0899323434615814,1
ALAS1,0.0574942664616525,0.193871036210635,confidential_restricted_data,44,0.1256826513361437,2,0,0.1256826513361437,0
ALAS1,0.0447685868843112,0.207700646153954,White,45,0.1262346165191326,1,1,0.1262346165191326,1
ALAS1,0.036538715714907,0.1595442856876701,White,46,0.0980415007012885,1,1,0.0980415007012885,1
ALAS1,0.0367824090287117,0.0292025161217609,confidential_restricted_data,48,0.0329924625752363,2,0,0.0329924625752363,0
ALAS1,0.0362146671401427,0.0172628112874601,confidential_restricted_data,49,0.0267387392138014,2,0,0.0267387392138014,0
ALAS1,0.047937873010889,0.0307446870405471,confidential_restricted_data,50,0.039341280025718,2,0,0.039341280025718,0
ALAS1,0.0368747582378136,0.039401007048674,confidential_restricted_data,53,0.0381378826432438,2,0,0.0381378826432438,0
ALAS1,0.0214953814066168,0.0138301631492281,confidential_restricted_data,54,0.0176627722779224,2,0,0.0176627722779224,0
ALAS1,0.0268153758472691,0.0063180940444573,confidential_restricted_data,55,0.0165667349458632,2,0,0.0165667349458632,0
ALAS1,0.0303034027924287,0.0217401997297201,confidential_restricted_data,56,0.0260218012610744,2,0,0.0260218012610744,0
ALAS1,0.0335369472596483,0.0280085564835545,confidential_restricted_data,57,0.0307727518716014,2,0,0.0307727518716014,0
ALAS1,0.0345597561873574,0.0178597911065633,confidential_restricted_data,58,0.0262097736469603,2,0,0.0262097736469603,0
ALAS1,0.0216950090866821,0.0091537668409721,confidential_restricted_data,59,0.0154243879638271,2,0,0.0154243879638271,0
ALAS1,0.0341285524942667,0.017163317801696,confidential_restricted_data,60,0.0256459351479813,2,0,0.0256459351479813,0
ALAS1,0.0466238608425897,0.0268145769458551,confidential_restricted_data,62,0.0367192188942224,2,0,0.0367192188942224,0
ALAS1,0.0220650370574554,0.0171632929273296,confidential_restricted_data,63,0.0196141649923924,2,0,0.0196141649923924,0
ALAS1,0.0656312051915259,0.0624844278382068,confidential_restricted_data,64,0.0640578165148663,2,0,0.0640578165148663,0
ALAS1,0.0239934327822571,0.017511548981769,confidential_restricted_data,65,0.020752490882013,2,0,0.020752490882013,0
ALAS1,0.0391077463535032,0.0361175551612084,confidential_restricted_data,66,0.0376126507573558,2,0,0.0376126507573558,0
ALAS1,0.0614248203929319,0.0369633134685813,confidential_restricted_data,67,0.0491940669307566,2,0,0.0491940669307566,0
ALAS1,0.0139659771679011,0.0128849267781981,confidential_restricted_data,68,0.0134254519730496,2,0,0.0134254519730496,0
ALAS1,0.0429918131070449,0.0189044985764275,confidential_restricted_data,69,0.0309481558417362,2,0,0.0309481558417362,0
ALAS1,0.0233533068477896,0.0329834347415649,confidential_restricted_data,70,0.0281683707946772,2,0,0.0281683707946772,0
ALAS1,0.0659042312833487,0.0283568025882474,confidential_restricted_data,71,0.047130516935798,2,0,0.047130516935798,0
ALAS1,0.0233199130135407,0.025421582577337,confidential_restricted_data,72,0.0243707477954388,2,0,0.0243707477954388,0
ALAS1,0.0132032914066742,0.0125864493058298,confidential_restricted_data,73,0.012894870356252,2,0,0.012894870356252,0
ALAS1,0.0453705860755874,0.0441271066194196,confidential_restricted_data,74,0.0447488463475035,2,0,0.0447488463475035,0
ALAS1,0.01318525557452,0.0236306729692672,confidential_restricted_data,75,0.0184079642718936,2,0,0.0184079642718936,0
ALAS1,0.0823822860995455,0.0614396601723758,confidential_restricted_data,76,0.0719109731359606,2,0,0.0719109731359606,0
ALAS1,0.0238665244756469,0.0148748462422132,confidential_restricted_data,77,0.01937068535893,2,0,0.01937068535893,0
ALAS1,0.0333428165563152,0.0144768663293089,confidential_restricted_data,79,0.023909841442812,2,0,0.023909841442812,0
ALAS1,0.0201159001256764,0.0126859268719994,confidential_restricted_data,80,0.0164009134988378,2,0,0.0164009134988378,0
ALAS1,0.0533276527088758,0.0208944782364094,confidential_restricted_data,81,0.0371110654726426,2,0,0.0371110654726426,0
ALAS1,0.0398713135471647,0.0275110393060011,confidential_restricted_data,82,0.0336911764265829,2,0,0.0336911764265829,0
ALAS1,0.0384503486546713,0.0371125646419487,confidential_restricted_data,83,0.03778145664831,2,0,0.03778145664831,0
ALAS1,0.0204593893155375,0.0219889548360855,confidential_restricted_data,84,0.0212241720758115,2,0,0.0212241720758115,0
ALAS1,0.0242063957206915,0.0092035304984233,confidential_restricted_data,85,0.0167049631095574,2,0,0.0167049631095574,0
ALAS1,0.0320937513477473,0.0106462139012933,confidential_restricted_data,86,0.0213699826245203,2,0,0.0213699826245203,0
ALAS1,0.0411844634446041,0.0249738738310944,confidential_restricted_data,87,0.0330791686378492,2,0,0.0330791686378492,0
ALAS1,0.0217370208391369,0.0051241229640424,confidential_restricted_data,88,0.0134305719015896,2,0,0.0134305719015896,0
ALAS1,0.0371136252299993,0.029550741331986,confidential_restricted_data,90,0.0333321832809926,2,0,0.0333321832809926,0
ALAS1,0.0213635761200811,0.0109447132631042,confidential_restricted_data,91,0.0161541446915926,2,0,0.0161541446915926,0
ALAS1,0.0342544500278132,0.057808049936982,confidential_restricted_data,92,0.0460312499823976,2,0,0.0460312499823976,0
ALAS1,0.0287221261782889,0.0275607877900889,confidential_restricted_data,93,0.0281414569841889,2,0,0.0281414569841889,0
ALAS1,0.0407318514822179,0.0124371891776905,confidential_restricted_data,94,0.0265845203299542,2,0,0.0265845203299542,0
ALAS1,0.0402677653294022,0.0200487433109408,confidential_restricted_data,95,0.0301582543201715,2,0,0.0301582543201715,0
ALAS1,0.0395659511004949,0.0409432285121728,confidential_restricted_data,96,0.0402545898063338,2,0,0.0402545898063338,0
ALAS1,0.169186353456102,0.1144716889786831,confidential_restricted_data,97,0.1418290212173925,2,0,0.1418290212173925,0
ALAS1,0.0484191315274005,0.0316899126658507,confidential_restricted_data,98,0.0400545220966256,2,0,0.0400545220966256,0
ALAS1,0.0195957867261362,0.0107457402212211,confidential_restricted_data,99,0.0151707634736786,2,0,0.0151707634736786,0
ALAS1,0.039317169191018,0.0268145868956017,confidential_restricted_data,100,0.0330658780433098,2,0,0.0330658780433098,0
ALAS1,0.0366073129546122,0.0311924753847622,confidential_restricted_data,101,0.0338998941696871,2,0,0.0338998941696871,0
ALAS1,0.0205859060074655,0.0128351850101894,confidential_restricted_data,102,0.0167105455088274,2,0,0.0167105455088274,0
ALAS1,0.0392271361372539,0.023829639543815,confidential_restricted_data,103,0.0315283878405344,2,0,0.0315283878405344,0
ALAS1,0.0329222439443687,0.0172627953678656,confidential_restricted_data,104,0.0250925196561171,2,0,0.0250925196561171,0
ALAS1,0.0454138050072461,0.0257698373383094,confidential_restricted_data,105,0.0355918211727777,2,0,0.0355918211727777,0
ALAS1,0.0805645233188722,0.0832793250310823,confidential_restricted_data,106,0.0819219241749772,2,0,0.0819219241749772,0
ALAS1,0.0438793353296213,0.0510919311062633,confidential_restricted_data,107,0.0474856332179423,2,0,0.0474856332179423,0
ALAS1,0.0697597281290637,0.0298989685321604,confidential_restricted_data,108,0.049829348330612,2,0,0.049829348330612,0
ALAS1,0.1733270128559938,0.1109895821427321,confidential_restricted_data,110,0.1421582974993629,2,0,0.1421582974993629,0
ALAS1,0.0797544952946382,0.059897479303843,confidential_restricted_data,111,0.0698259872992406,2,0,0.0698259872992406,0
ALAS1,0.0527576305929217,0.0299487147775551,confidential_restricted_data,112,0.0413531726852384,2,0,0.0413531726852384,0
ALAS1,0.0124631719924115,0.0226356535387803,confidential_restricted_data,114,0.0175494127655959,2,0,0.0175494127655959,0
ALAS1,0.0576693122366184,0.0518879233682459,confidential_restricted_data,115,0.0547786178024321,2,0,0.0547786178024321,0
ALAS1,0.0705699405834539,0.0640763828114247,confidential_restricted_data,116,0.0673231616974393,2,0,0.0673231616974393,0
ALAS1,0.0368736983632149,0.0292025210966342,confidential_restricted_data,117,0.0330381097299245,2,0,0.0330381097299245,0
ALAS1,0.0191092695549773,0.0156708359172617,confidential_restricted_data,118,0.0173900527361195,2,0,0.0173900527361195,0
ALAS1,0.0471158414577252,0.0326351498328604,confidential_restricted_data,119,0.0398754956452928,2,0,0.0398754956452928,0
ALAS1,0.0621319531564073,0.0607929475400358,confidential_restricted_data,120,0.0614624503482215,2,0,0.0614624503482215,0
ALAS1,0.0808442882969853,0.0610914289923028,confidential_restricted_data,121,0.070967858644644,2,0,0.070967858644644,0
ALAS1,0.00344302359186,0.0042286373157931,confidential_restricted_data,122,0.0038358304538265,2,0,0.0038358304538265,0
ALAS1,0.023021860707606,0.0283567802013176,confidential_restricted_data,123,0.0256893204544618,2,0,0.0256893204544618,0
ALAS1,0.0451618901803114,0.0841250783635821,confidential_restricted_data,124,0.0646434842719467,2,0,0.0646434842719467,0
ALAS1,0.0246015421206548,0.0149743835068623,confidential_restricted_data,125,0.0197879628137585,2,0,0.0197879628137585,0
ALAS1,0.0336831297151755,0.0169643049608267,confidential_restricted_data,126,0.0253237173380011,2,0,0.0253237173380011,0
ALAS1,0.0265732070762488,0.0090045057178581,confidential_restricted_data,128,0.0177888563970534,2,0,0.0177888563970534,0
ALAS1,0.0640056605495143,0.070145713292232,confidential_restricted_data,129,0.0670756869208731,2,0,0.0670756869208731,0
ALAS1,0.0843834119761882,0.0592009796321474,confidential_restricted_data,130,0.0717921958041678,2,0,0.0717921958041678,0
ALAS1,0.0840645370265837,0.0825831168869611,confidential_restricted_data,131,0.0833238269567724,2,0,0.0833238269567724,0
ALAS1,0.0301425904746442,0.018357272465029,confidential_restricted_data,132,0.0242499314698366,2,0,0.0242499314698366,0
ALAS1,0.0435122965644958,0.0222377003409454,confidential_restricted_data,133,0.0328749984527206,2,0,0.0328749984527206,0
ALAS1,0.0420432301315991,0.0241778941057925,confidential_restricted_data,135,0.0331105621186958,2,0,0.0331105621186958,0
ALAS1,0.0515459088981806,0.0267648073185559,confidential_restricted_data,136,0.0391553581083682,2,0,0.0391553581083682,0
ALAS1,0.0721507309726365,0.066265327056005,confidential_restricted_data,137,0.0692080290143207,2,0,0.0692080290143207,0
ALAS1,0.0653364283172605,0.1037261328277734,confidential_restricted_data,138,0.0845312805725169,2,0,0.0845312805725169,0
ALAS1,0.0403885982192449,0.0178598140407291,confidential_restricted_data,139,0.029124206129987,2,0,0.029124206129987,0
ALAS1,0.0398398167088078,0.0200984607020705,confidential_restricted_data,140,0.0299691387054391,2,0,0.0299691387054391,0
ALAS1,0.0477874857873211,0.0513903813163261,confidential_restricted_data,141,0.0495889335518236,2,0,0.0495889335518236,0
ALAS1,0.0360775708638024,0.0212924626266997,confidential_restricted_data,142,0.028685016745251,2,0,0.028685016745251,0
ALAS1,0.0504504692192991,0.0206954803201599,confidential_restricted_data,143,0.0355729747697294,2,0,0.0355729747697294,0
ALAS1,0.0819684619546767,0.0602954756338293,confidential_restricted_data,144,0.071131968794253,2,0,0.071131968794253,0
ALAS1,0.0340794078456425,0.0168648403293276,confidential_restricted_data,145,0.025472124087485,2,0,0.025472124087485,0
ALAS1,0.0370866840560192,0.0320381491192894,confidential_restricted_data,146,0.0345624165876543,2,0,0.0345624165876543,0
ALAS1,0.0360948641849383,0.011939712595103,confidential_restricted_data,147,0.0240172883900206,2,0,0.0240172883900206,0
ALAS1,0.0375043453062149,0.0617879412006791,confidential_restricted_data,148,0.049646143253447,2,0,0.049646143253447,0
ALAS1,0.0455300978014914,0.0671110336246958,confidential_restricted_data,149,0.0563205657130936,2,0,0.0563205657130936,0
ALAS1,0.0461718728289786,0.0179095239198001,confidential_restricted_data,150,0.0320406983743893,2,0,0.0320406983743893,0
ALAS1,0.0414147747937015,0.0251728239885603,confidential_restricted_data,151,0.0332937993911309,2,0,0.0332937993911309,0
ALAS1,0.0253819343744714,0.035968334334568,confidential_restricted_data,152,0.0306751343545197,2,0,0.0306751343545197,0
ALAS1,0.0650195785065785,0.0700959645594007,confidential_restricted_data,153,0.0675577715329896,2,0,0.0675577715329896,0
ALAS1,0.0791033514547378,0.0400974428429968,confidential_restricted_data,154,0.0596003971488673,2,0,0.0596003971488673,0
ALAS1,0.0389422418451224,0.0744241291900963,confidential_restricted_data,155,0.0566831855176093,2,0,0.0566831855176093,0
ALAS1,0.0374270942203512,0.0169642855588209,confidential_restricted_data,157,0.027195689889586,2,0,0.027195689889586,0
ALAS1,0.0457606331014928,0.0617381983381983,confidential_restricted_data,158,0.0537494157198455,2,0,0.0537494157198455,0
ALAS1,0.0436454778916122,0.0594497357334874,confidential_restricted_data,159,0.0515476068125498,2,0,0.0515476068125498,0
ALAS1,0.038589981444458,0.0234814143335899,confidential_restricted_data,161,0.0310356978890239,2,0,0.0310356978890239,0
ALAS1,0.0272015498398952,0.0189542522841322,confidential_restricted_data,162,0.0230779010620137,2,0,0.0230779010620137,0
ALAS1,0.042043367855417,0.0129346786949484,confidential_restricted_data,164,0.0274890232751827,2,0,0.0274890232751827,0
ALAS1,0.0810184143163673,0.083229605152516,confidential_restricted_data,165,0.0821240097344416,2,0,0.0821240097344416,0
ALAS1,0.0211950979748318,0.0252226282409775,confidential_restricted_data,166,0.0232088631079046,2,0,0.0232088631079046,0
ALAS1,0.0867194821779894,0.0593502293130528,confidential_restricted_data,167,0.0730348557455211,2,0,0.0730348557455211,0
ALAS1,0.0270091173311168,0.018606036028679,confidential_restricted_data,169,0.0228075766798978,2,0,0.0228075766798978,0
ALAS1,0.0517889004193132,0.0295507313822394,confidential_restricted_data,170,0.0406698159007763,2,0,0.0406698159007763,0
ALAS1,0.0307196616548785,0.0170638168536219,confidential_restricted_data,171,0.0238917392542502,2,0,0.0238917392542502,0
ALAS1,0.003083267422706,0.0037809036951841,confidential_restricted_data,172,0.003432085558945,2,0,0.003432085558945,0
ALAS1,0.0296865545783849,0.0190040179315327,confidential_restricted_data,173,0.0243452862549587,2,0,0.0243452862549587,0
ALAS1,0.0335912930781958,0.01114373605372,confidential_restricted_data,174,0.0223675145659579,2,0,0.0223675145659579,0
ALAS1,0.0428005590351085,0.0181582725588303,confidential_restricted_data,175,0.0304794157969694,2,0,0.0304794157969694,0
ALAS1,0.0758438394610508,0.012039184887907,confidential_restricted_data,176,0.0439415121744789,2,0,0.0439415121744789,0
ALAS1,0.1014039860607017,0.1363113588122629,confidential_restricted_data,177,0.1188576724364822,2,0,0.1188576724364822,0
ALAS1,0.029251461085637,0.0175613026894737,confidential_restricted_data,178,0.0234063818875553,2,0,0.0234063818875553,0
ALAS1,0.0197456386232119,0.0208944677891755,confidential_restricted_data,179,0.0203200532061937,2,0,0.0203200532061937,0
ALAS1,0.0706393258429173,0.0375602733881914,confidential_restricted_data,181,0.0540997996155543,2,0,0.0540997996155543,0
ALAS1,0.0343538986003288,0.0324361787809267,confidential_restricted_data,182,0.0333950386906277,2,0,0.0333950386906277,0
ALAS1,0.0371534154373913,0.0280582952666394,confidential_restricted_data,183,0.0326058553520153,2,0,0.0326058553520153,0
ALAS1,0.0032562856635527,0.0032834163668704,confidential_restricted_data,184,0.0032698510152115,2,0,0.0032698510152115,0
ALAS1,0.0389812703799214,0.0529326567074512,confidential_restricted_data,185,0.0459569635436863,2,0,0.0459569635436863,0
ALAS1,0.0203949764846999,0.0239291290496805,confidential_restricted_data,186,0.0221620527671902,2,0,0.0221620527671902,0
ALAS1,0.0364399114503395,0.0547235911898874,confidential_restricted_data,187,0.0455817513201134,2,0,0.0455817513201134,0
ALAS1,0.0334893223634148,0.0701456968751502,confidential_restricted_data,188,0.0518175096192825,2,0,0.0518175096192825,0
ALAS1,0.0817057399996304,0.0817868844380964,confidential_restricted_data,189,0.0817463122188634,2,0,0.0817463122188634,0
ALAS1,0.0357417259446346,0.05283314033727,confidential_restricted_data,190,0.0442874331409523,2,0,0.0442874331409523,0
ALAS1,0.0507803189607934,0.0418884429937603,confidential_restricted_data,191,0.0463343809772768,2,0,0.0463343809772768,0
ALAS1,0.0562889698824165,0.0449728818413617,confidential_restricted_data,192,0.0506309258618891,2,0,0.0506309258618891,0
ALAS1,0.0253476207846386,0.0168151000537808,confidential_restricted_data,193,0.0210813604192097,2,0,0.0210813604192097,0
ALAS1,0.0319633101258081,0.0396497350917288,confidential_restricted_data,194,0.0358065226087684,2,0,0.0358065226087684,0
ALAS1,0.0515236419508205,0.0592009965467165,confidential_restricted_data,195,0.0553623192487685,2,0,0.0553623192487685,0
ALAS1,0.0200339724179958,0.0128351765529048,confidential_restricted_data,196,0.0164345744854503,2,0,0.0164345744854503,0
ALAS1,0.0686960894785369,0.0279090669776891,confidential_restricted_data,197,0.048302578228113,2,0,0.048302578228113,0
ALAS1,0.03018802017298,0.0131834191751864,confidential_restricted_data,198,0.0216857196740832,2,0,0.0216857196740832,0
ALAS1,0.0303549594042639,0.0096014959841952,confidential_restricted_data,199,0.0199782276942295,2,0,0.0199782276942295,0
ALAS1,0.0689610245954571,0.0287547765313039,confidential_restricted_data,200,0.0488579005633805,2,0,0.0488579005633805,0
ALAS1,0.0392015925606259,0.0351225887131219,confidential_restricted_data,201,0.0371620906368738,2,0,0.0371620906368738,0
ALAS1,0.0240547869467386,0.0307944307985052,confidential_restricted_data,202,0.0274246088726219,2,0,0.0274246088726219,0
ALAS1,0.0327543586103357,0.0232326537548639,confidential_restricted_data,203,0.0279935061825998,2,0,0.0279935061825998,0
ALAS1,0.0232070537339559,0.0190040204189694,confidential_restricted_data,204,0.0211055370764626,2,0,0.0211055370764626,0
ALAS1,0.0267075273194593,0.0179592890697133,confidential_restricted_data,205,0.0223334081945863,2,0,0.0223334081945863,0
ALAS1,0.0610568379202542,0.0363663286746049,confidential_restricted_data,206,0.0487115832974295,2,0,0.0487115832974295,0
ALAS1,0.0454540838347921,0.0175612977146004,confidential_restricted_data,207,0.0315076907746962,2,0,0.0315076907746962,0
ALAS1,0.0454424240166079,0.0369135746854965,confidential_restricted_data,208,0.0411779993510521,2,0,0.0411779993510521,0
ALAS1,0.0244304520132589,0.0139296533515758,confidential_restricted_data,209,0.0191800526824173,2,0,0.0191800526824173,0
ALAS1,0.0428431947363384,0.0392020561947258,confidential_restricted_data,210,0.0410226254655321,2,0,0.0410226254655321,0
ALAS1,0.0357122231076413,0.0191532919893172,confidential_restricted_data,212,0.0274327575484792,2,0,0.0274327575484792,0
ALAS1,0.0034117902251547,0.0034824112981959,confidential_restricted_data,213,0.0034471007616753,2,0,0.0034471007616753,0
ALAS1,0.0409630622277263,0.0194019898846399,confidential_restricted_data,214,0.0301825260561831,2,0,0.0301825260561831,0
ALAS1,0.0417556256742509,0.0177105687874609,confidential_restricted_data,215,0.0297330972308559,2,0,0.0297330972308559,0
ALAS1,0.042810727843264,0.0245261088687837,confidential_restricted_data,216,0.0336684183560238,2,0,0.0336684183560238,0
ALAS1,0.0337820010452543,0.0163673579758872,confidential_restricted_data,217,0.0250746795105707,2,0,0.0250746795105707,0
ALAS1,0.0356148535659769,0.0780059812403995,confidential_restricted_data,218,0.0568104174031881,2,0,0.0568104174031881,0
ALAS1,0.0398470298440711,0.0334809071452587,confidential_restricted_data,219,0.0366639684946649,2,0,0.0366639684946649,0
ALAS1,0.0682238165429452,0.0122381893212404,confidential_restricted_data,220,0.0402310029320928,2,0,0.0402310029320928,0
ALAS1,0.0225495087305188,0.0302472290639858,confidential_restricted_data,221,0.0263983688972523,2,0,0.0263983688972523,0
ALAS1,0.039013921703152,0.0121387007606009,confidential_restricted_data,222,0.0255763112318764,2,0,0.0255763112318764,0
ALAS1,0.0422871342227251,0.1228794596412036,confidential_restricted_data,223,0.0825832969319643,2,0,0.0825832969319643,0
ALAS1,0.0054304716969865,0.0061190717513287,confidential_restricted_data,224,0.0057747717241576,2,0,0.0057747717241576,0
ALAS1,0.0097950305040532,0.0219889349365923,confidential_restricted_data,225,0.0158919827203227,2,0,0.0158919827203227,0
ALAS1,0.0070816700946803,0.0107954750244073,confidential_restricted_data,226,0.0089385725595437,2,0,0.0089385725595437,0
ALAS1,0.006269261244794,0.0074623328091226,confidential_restricted_data,227,0.0068657970269583,2,0,0.0068657970269583,0
ALAS1,0.0067994368662306,0.0095517716282429,confidential_restricted_data,228,0.0081756042472367,2,0,0.0081756042472367,0
ALAS1,0.0064897498916784,0.0073628229062766,confidential_restricted_data,229,0.0069262863989775,2,0,0.0069262863989775,0
ALAS1,0.0130705639693577,0.0144271519231031,confidential_restricted_data,230,0.0137488579462304,2,0,0.0137488579462304,0
ALAS1,0.0053975976204505,0.0087060232706165,confidential_restricted_data,231,0.0070518104455334,2,0,0.0070518104455334,0
ALAS1,0.0087421271257329,0.0105467512597436,confidential_restricted_data,232,0.0096444391927382,2,0,0.0096444391927382,0
ALAS1,0.0496063479633408,0.1458134448885651,confidential_restricted_data,233,0.0977098964259529,2,0,0.0977098964259529,0
ALAS1,0.0247396611460429,0.0494502384444327,confidential_restricted_data,234,0.0370949497952378,2,0,0.0370949497952378,0
ALAS1,0.04489969397097,0.142629502605453,confidential_restricted_data,235,0.0937645982882115,2,0,0.0937645982882115,0
ALAS1,0.0252672583380885,0.0473110867115687,confidential_restricted_data,236,0.0362891725248286,2,0,0.0362891725248286,0
ALAS1,0.0366965460126341,0.0464155567869472,confidential_restricted_data,237,0.0415560513997906,2,0,0.0415560513997906,0
ALAS1,0.0262184436948936,0.0468135774938125,confidential_restricted_data,238,0.036516010594353,2,0,0.036516010594353,0
ALAS1,0.0240281930762993,0.0405452371570599,confidential_restricted_data,239,0.0322867151166796,2,0,0.0322867151166796,0
ALAS1,0.0612873540586809,0.1436244812419791,confidential_restricted_data,240,0.10245591765033,2,0,0.10245591765033,0
ALAS1,0.0589621340985342,0.1405400533390988,confidential_restricted_data,241,0.0997510937188165,2,0,0.0997510937188165,0
ALAS1,0.0418948273286076,0.05119144608348,confidential_restricted_data,242,0.0465431367060438,2,0,0.0465431367060438,0
ALAS1,0.0287716588488,0.0535794310282199,confidential_restricted_data,243,0.0411755449385099,2,0,0.0411755449385099,0
ALAS1,0.0194574329714585,0.0393015143588897,confidential_restricted_data,244,0.0293794736651741,2,0,0.0293794736651741,0
ALAS1,0.0341083322426006,0.061141192649754,confidential_restricted_data,245,0.0476247624461773,2,0,0.0476247624461773,0
ALAS1,0.0455667670674097,0.0802944398652117,confidential_restricted_data,246,0.0629306034663107,2,0,0.0629306034663107,0
ALAS1,0.0311088500027192,0.1000445271058333,confidential_restricted_data,247,0.0655766885542762,2,0,0.0655766885542762,0
ALAS1,0.0440178723168568,0.1394455419153098,confidential_restricted_data,248,0.0917317071160833,2,0,0.0917317071160833,0
ALAS1,0.0264755465181691,0.0494502558564892,confidential_restricted_data,249,0.0379629011873291,2,0,0.0379629011873291,0
ALAS1,0.0314693834132456,0.0499477227878224,confidential_restricted_data,250,0.040708553100534,2,0,0.040708553100534,0
ALAS1,0.0368552876827563,0.0922839242765582,confidential_restricted_data,251,0.0645696059796572,2,0,0.0645696059796572,0
ALAS1,0.0338185289945594,0.0867120164507119,confidential_restricted_data,252,0.0602652727226356,2,0,0.0602652727226356,0
ALAS1,0.0481811136324922,0.1289488542978763,confidential_restricted_data,253,0.0885649839651842,2,0,0.0885649839651842,0
